OTU	Domain	Phylum	Class	Order	Family	Genus	Species
ASV001071	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV001092	Fungi	Ascomycota					
ASV001129	Fungi	Ascomycota	Sordariomycetes				
ASV001340	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV001441	Fungi	Ascomycota	Sordariomycetes				
ASV001522	Fungi						
ASV001562	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
ASV000794	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV000887	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_anisopliae
ASV000889	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000968	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Mycoleptodiscus	
ASV000974	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Leptoxyphium	Leptoxyphium_madagascariense
ASV001009	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae		
ASV001053	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	Tubeufia	Tubeufia_aurantiella
ASV001140	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV001142	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_epigaea
ASV001168	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV001169	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV001321	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV001334	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Lecythophora	
ASV001364	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV001456	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Pseudorobillarda	
ASV001669	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	
ASV001853	Fungi						
ASV000944	Fungi						
ASV000969	Fungi	Basidiomycota	Agaricomycetes				
ASV001030	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae		
ASV001100	Fungi						
ASV001137	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001194	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypella	Eutypella_citricola
ASV001202	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	Branch02			
ASV001216	Fungi	Ascomycota					
ASV001247	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001249	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta
ASV001368	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV001439	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phanerochaete	Phanerochaete_bambusicola
ASV001592	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae		
ASV001638	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
ASV001794	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000876	Fungi	Ascomycota					
ASV000962	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium_marchalianum
ASV000967	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS10			
ASV000984	Fungi						
ASV001041	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	
ASV001064	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV001167	Fungi	Ascomycota					
ASV001192	Fungi	Ascomycota					
ASV001200	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV001205	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV001220	Fungi						
ASV001266	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
ASV001270	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Cystofilobasidiaceae	Cystofilobasidium	Cystofilobasidium_capitatum
ASV001285	Fungi	Ascomycota					
ASV001298	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_elongata
ASV001333	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta
ASV001347	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae		
ASV001350	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae		
ASV001389	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	
ASV001448	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV001476	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermales_fam_Incertae_sedis	Leptodiscella	Leptodiscella_africana
ASV001711	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales			
ASV001823	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV001888	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV002186	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV002690	Fungi						
ASV000978	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000999	Fungi	Basidiomycota	Cystobasidiomycetes				
ASV001012	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV001079	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	
ASV001114	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_terricola
ASV001136	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV001186	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_terricola
ASV001229	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae		
ASV001242	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus_cinereofuscus
ASV001330	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella_elegans
ASV001353	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	Colletotrichum	
ASV001359	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001383	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Tetrapisispora	Tetrapisispora_nanseiensis
ASV001412	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophaeosphaeria	Setophaeosphaeria_hemerocallidis
ASV001463	Fungi	Ascomycota	Dothideomycetes				
ASV001478	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV001513	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_lepidiotae
ASV001702	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	Cunninghamella_blakesleeana
ASV001003	Fungi	Basidiomycota					
ASV001038	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium_marchalianum
ASV001084	Fungi	Basidiomycota	Tremellomycetes	Tremellales			
ASV001109	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Coriolaceae	Trametes	Trametes_hirsuta
ASV001122	Fungi	Glomeromycota	Paraglomeromycetes				
ASV001158	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia_pullulans
ASV001175	Fungi	Entorrhizomycota	Entorrhizomycetes	Entorrhizales	Entorrhizaceae	Entorrhiza	Entorrhiza_cypericola
ASV001246	Fungi						
ASV001265	Fungi	Ascomycota	Sordariomycetes				
ASV001291	Fungi	Glomeromycota	Paraglomeromycetes				
ASV001397	Fungi	Ascomycota	Dothideomycetes	Valsariales	Valsariaceae	Myrmaecium	Myrmaecium_fulvopruinatum
ASV001442	Fungi	Ascomycota					
ASV001462	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Cyclocybe	Cyclocybe_erebioides
ASV001477	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae		
ASV001496	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Arthropsis	Arthropsis_hispanica
ASV001718	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001748	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV001018	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	
ASV001044	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Gibellulopsis	Gibellulopsis_piscis
ASV001059	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV001070	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma	
ASV001104	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Bionectria	Bionectria_setosa
ASV001105	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_magnum
ASV001130	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Cutaneotrichosporon	Cutaneotrichosporon_smithiae
ASV001188	Fungi	Ascomycota	Dothideomycetes	Jahnulales	Aliquandostipitaceae	Jahnula	Jahnula_aquatica
ASV001190	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_marquandii
ASV001204	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_solani
ASV001245	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis		
ASV001250	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Redeckera	Redeckera_megalocarpum
ASV001255	Fungi	Ascomycota					
ASV001267	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
ASV001272	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Nigrograna	
ASV001318	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Pestalotiopsis	
ASV001328	Fungi	Ascomycota	Leotiomycetes				
ASV001335	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Thelonectria	
ASV001342	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV001360	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Thermomyces	Thermomyces_dupontii
ASV001414	Fungi	Ascomycota	Leotiomycetes				
ASV001503	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV001555	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	
ASV001586	Fungi	Ascomycota	Pezizomycetes	Pezizales			
ASV001606	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae		
ASV001617	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiostomataceae		
ASV001754	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
ASV001996	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV002380	Fungi						
ASV002820	Fungi						
ASV000941	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_hyalina
ASV001054	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV001098	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
ASV001115	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV001131	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_africana
ASV001160	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV001183	Fungi	Glomeromycota	Glomeromycetes	Diversisporales			
ASV001191	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV001198	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	
ASV001241	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae		
ASV001253	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Filobasidium	Filobasidium_magnum
ASV001282	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	
ASV001284	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae		
ASV001352	Fungi	Ascomycota	Sordariomycetes				
ASV001372	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae		
ASV001428	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV001437	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella_tricincta
ASV001487	Fungi						
ASV001493	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	
ASV001525	Fungi						
ASV001550	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	
ASV001729	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	
ASV001771	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	
ASV001808	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV001850	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Panaeolus	
ASV000990	Fungi	Ascomycota	Sordariomycetes	Microascales			
ASV001120	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiaceae	Leptoxyphium	Leptoxyphium_madagascariense
ASV001126	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV001127	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae		
ASV001135	Fungi	Chytridiomycota	GS14				
ASV001144	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	Thanatephorus_cucumeris
ASV001156	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis_scobicola
ASV001159	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	
ASV001181	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Sirastachys	
ASV001184	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
ASV001235	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Rhynchogastremataceae	Papiliotrema	Papiliotrema_flavescens
ASV001293	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Volutella	
ASV001308	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001331	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV001411	Fungi	Glomeromycota	Paraglomeromycetes				
ASV001436	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Marasmius	Marasmius_rotalis
ASV001452	Fungi	Basidiomycota	Agaricomycetes				
ASV001532	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Roussoella	Roussoella_solani
ASV001549	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV001607	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	
ASV001626	Fungi	Basidiomycota	Agaricomycetes				
ASV002482	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_anisopliae
ASV001078	Fungi	Glomeromycota	Paraglomeromycetes				
ASV001141	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_albicans
ASV001157	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	Septoglomus_viscosum
ASV001180	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Nigrograna	
ASV001193	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phanerochaete	Phanerochaete_bambusicola
ASV001208	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS10			
ASV001222	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae		
ASV001296	Fungi	Ascomycota					
ASV001307	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
ASV001345	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	Branch03			
ASV001346	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta
ASV001374	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV001392	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	
ASV001396	Fungi						
ASV001445	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	
ASV001449	Fungi	Basidiomycota					
ASV001460	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV001479	Fungi						
ASV001534	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae		
ASV001644	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma	
ASV001083	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae		
ASV001172	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11			
ASV001174	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales			
ASV001223	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma	
ASV001259	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV001332	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
ASV001349	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	
ASV001384	Fungi	Ascomycota	Leotiomycetes				
ASV001406	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae		
ASV001426	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	
ASV001446	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
ASV001451	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
ASV001471	Fungi						
ASV001491	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	Branch03			
ASV001497	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
ASV001511	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae		
ASV001517	Fungi	Mucoromycota	Umbelopsidomycetes	Umbelopsidales	Umbelopsidaceae	Umbelopsis	Umbelopsis_dimorpha
ASV001519	Fungi	Ascomycota	Eurotiomycetes	Onygenales			
ASV001526	Fungi	Ascomycota					
ASV001529	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis		
ASV001580	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	
ASV001584	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Arthroderma	Arthroderma_curreyi
ASV001695	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_macrocarpum
ASV001852	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma_podzolica
ASV001860	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_macrocarpum
ASV001911	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_curtus
ASV001034	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV001153	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	Rhizophydiaceae	Rhizophydium	
ASV001258	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae		
ASV001313	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV001390	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV001408	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_marquandii
ASV001420	Fungi	Basidiomycota					
ASV001423	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_nematophilum
ASV001455	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae		
ASV001467	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV001475	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Cyclocybe	Cyclocybe_erebioides
ASV001489	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae		
ASV001499	Fungi						
ASV001504	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_ambigua
ASV001528	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	Veronaea_compacta
ASV001560	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	Malassezia_restricta
ASV001572	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Mrakia	Mrakia_frigida
ASV001574	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV001614	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV001659	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
ASV001725	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_epigaea
ASV001764	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001885	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Staphylotrichum	Staphylotrichum_boninense
ASV001951	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
ASV002089	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula_hollandica
ASV001066	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV001121	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV001134	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae		
ASV001143	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales			
ASV001263	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales			
ASV001286	Fungi						
ASV001289	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV001294	Fungi	Ascomycota	Dothideomycetes				
ASV001323	Fungi	Glomeromycota	Paraglomeromycetes				
ASV001358	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_nematophilum
ASV001366	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV001373	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV001376	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV001427	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV001464	Fungi						
ASV001480	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001506	Fungi	Basidiomycota	Agaricomycetes				
ASV001520	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Biatriosporaceae	Biatriospora	Biatriospora_mackinnonii
ASV001566	Fungi	Ascomycota					
ASV001728	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV001775	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV001780	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV001838	Fungi	Basidiomycota	Agaricomycetes				
ASV001846	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaetopsis	Pyrenochaetopsis_leptospora
ASV001931	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV001960	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV002239	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae		
ASV001113	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV001231	Fungi						
ASV001269	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
