OTU	Domain	Phylum	Class	Order	Family	Genus	Species
ASV000717	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS05			
ASV000732	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV000820	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Iodophanus	
ASV000879	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Leptospora	
ASV001907	Fungi						
ASV000539	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora_intestinacea
ASV000562	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora_communis
ASV000643	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	
ASV000653	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Chalara	Chalara_pseudoaffinis
ASV000772	Fungi	Ascomycota					
ASV000846	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	Torula_herbarum
ASV000880	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV000915	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000627	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000632	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV000647	Fungi	Ascomycota	Sordariomycetes	Pleurotheciales	Pleurotheciaceae	Pleurotheciella	
ASV000660	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000681	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_carneum
ASV000710	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Coccinonectria	
ASV000744	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000749	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
ASV000765	Fungi	Ascomycota	Dothideomycetes	Minutisphaerales	Minutisphaeraceae	Minutisphaera	Minutisphaera_japonica
ASV000779	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV000792	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae		
ASV000845	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV000714	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	Cercophora_sparsa
ASV000782	Fungi	Ascomycota					
ASV000830	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium_schulzeri
ASV000674	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma_podzolica
ASV000739	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae		
ASV000860	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
ASV000918	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	
ASV001199	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000617	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV000671	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV000679	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Ilyonectria	
ASV000701	Fungi	Ascomycota	Eurotiomycetes				
ASV000711	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV000723	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	
ASV000776	Fungi	Ascomycota	Sordariomycetes				
ASV000870	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae		
ASV001000	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	
ASV000629	Fungi	Ascomycota	Sordariomycetes				
ASV000696	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae		
ASV000761	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Podosphaera	Podosphaera_leucotricha
ASV000763	Fungi	Glomeromycota	Glomeromycetes				
ASV000825	Fungi	Ascomycota	Sordariomycetes	Diaporthales			
ASV000666	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia_pullulans
ASV000700	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV000706	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arthrodermataceae	Ctenomyces	Ctenomyces_serratus
ASV000716	Fungi	Ascomycota	Sordariomycetes				
ASV000784	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000788	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
ASV000819	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV000894	Fungi						
ASV002167	Fungi						
ASV000597	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000672	Fungi	Ascomycota	Sordariomycetes				
ASV000687	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae		
ASV000709	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	
ASV000733	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11			
ASV000754	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusicolla	
ASV000798	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae		
ASV000741	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae		
ASV000822	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV000881	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_byssoides
ASV000639	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_rosea
ASV000785	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Lacrymaria	Lacrymaria_lacrymabunda
ASV000808	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Stephanonectria	Stephanonectria_keithii
ASV000818	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis		
ASV000857	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000866	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV001094	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae		
ASV001139	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Bulleromyces	Bulleromyces_albus
ASV000636	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	Saitozyma_podzolica
ASV000781	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV000854	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
ASV000864	Fungi						
ASV000943	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
ASV000979	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000719	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV000752	Fungi	Basidiomycota	Agaricomycetes				
ASV000828	Fungi	Ascomycota	Sordariomycetes				
ASV000865	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000981	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Fusariella	
ASV001036	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
ASV001257	Fungi						
ASV000673	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis		
ASV000725	Fungi	Basidiomycota	Agaricomycetes				
ASV000806	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae		
ASV000821	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV000859	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	
ASV000959	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_anisopliae
ASV001004	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	
ASV001028	Fungi	Ascomycota					
ASV001299	Fungi						
ASV000728	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Ustilaginoidea	Ustilaginoidea_virens
ASV000851	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae		
ASV000863	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Conlarium	
ASV000874	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000892	Fungi						
ASV000902	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Gongronella	Gongronella_koreana
ASV001176	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	Purpureocillium_lilacinum
ASV000693	Fungi	Ascomycota	Dothideomycetes	Minutisphaerales	Minutisphaeraceae	Minutisphaera	Minutisphaera_japonica
ASV000727	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	Podospora_communis
ASV000745	Fungi	Ascomycota	Sordariomycetes				
ASV000751	Fungi						
ASV000827	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Coriolaceae	Trametes	Trametes_hirsuta
ASV000835	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Phaeosphaeria	
ASV001073	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	
ASV001252	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
ASV001319	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Irpex	Irpex_hacksungii
ASV000746	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	
ASV000753	Fungi						
ASV000786	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV000836	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cercophora	
ASV000839	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Scedosporium	Scedosporium_boydii
ASV000861	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	
ASV000886	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV001068	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Mycoarthris	Mycoarthris_corallina
ASV001344	Fungi						
ASV001461	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_hyalina
ASV000748	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV000758	Fungi						
ASV000768	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
ASV000823	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae		
ASV000868	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV000904	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Coniosporium	
ASV000930	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Nigrograna	
ASV000777	Fungi						
ASV000804	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV000837	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
ASV000956	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001052	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001185	Fungi	Basidiomycota	Agaricomycetes	Auriculariales			
ASV001283	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Purpureocillium	
ASV000787	Fungi	Ascomycota	Eurotiomycetes				
ASV000884	Fungi	Basidiomycota	Agaricomycetes				
ASV000913	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Teichosporaceae		
ASV000995	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Fibulochlamys	Fibulochlamys_chilensis
ASV001042	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV000850	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	
ASV000855	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000960	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Ophioceras	
ASV000970	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV001060	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum	Cephalotrichum_asperulum
ASV001118	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
ASV001483	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	
ASV000824	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	
ASV000826	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_flanaganii
ASV000919	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
ASV000920	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000957	Fungi	Ascomycota	Dothideomycetes	Dothideales	Dothideales_fam_Incertae_sedis	Hortaea	Hortaea_werneckii
ASV000982	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae		
ASV001244	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
ASV001508	Fungi	Ascomycota	Dothideomycetes	Capnodiales			
ASV000775	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV000831	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	Tetracladium_marchalianum
ASV000840	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Sarcopodium	Sarcopodium_circinosetiferum
ASV000841	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000862	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV000877	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	
ASV000932	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS10			
ASV000942	Fungi						
ASV000961	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	
ASV000975	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV001046	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
ASV001076	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae		
ASV001146	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	
ASV000760	Fungi	Ascomycota					
ASV000829	Fungi	Basidiomycota	Tremellomycetes	Cystofilobasidiales	Mrakiaceae	Tausonia	Tausonia_pullulans
ASV000908	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae		
ASV000946	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Idriella	Idriella_lunata
ASV000955	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV000992	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
ASV001101	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiales_fam_Incertae_sedis		
ASV001138	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV001177	Fungi	Ascomycota					
ASV001189	Fungi						
ASV001600	Fungi						
ASV000838	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000848	Fungi	Ascomycota					
ASV000890	Fungi						
ASV000893	Fungi	Basidiomycota	Agaricomycetes				
ASV000939	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
ASV000987	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae		
ASV001097	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudaleuria	
ASV001163	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_anisopliae
ASV001303	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae		
ASV002355	Fungi						
ASV002423	Fungi						
ASV002545	Fungi	Basidiomycota					
ASV000801	Fungi	Basidiomycota	Cystobasidiomycetes				
ASV001014	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
ASV001033	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS05			
ASV001045	Fungi	Basidiomycota	Wallemiomycetes	Wallemiales	Wallemiaceae	Wallemia	
ASV001106	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	
ASV001150	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	
ASV001564	Fungi	Basidiomycota	Malasseziomycetes	Malasseziales	Malasseziaceae	Malassezia	
ASV002281	Fungi						
ASV000803	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae		
ASV000832	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV000858	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_chienii
ASV000869	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Veronaea	Veronaea_compacta
ASV000885	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV000906	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000911	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	Gibberella_tricincta
ASV000922	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS11			
ASV000938	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis		
ASV000985	Fungi	Ascomycota	Eurotiomycetes				
ASV000997	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	
ASV001015	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Kernia	
ASV001082	Fungi	Ascomycota					
ASV001154	Fungi						
ASV001280	Fungi	Ascomycota	Sordariomycetes	Sordariales			
ASV001433	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae		
ASV000731	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_alpina
ASV000883	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales			
ASV000903	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	Eichleriella	
ASV001006	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	
ASV001025	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV001048	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_anisopliae
ASV001123	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	Metarhizium_anisopliae
ASV001240	Fungi						
ASV001362	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_macrocarpum
ASV001430	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
ASV000871	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	Acremonium_furcatum
ASV000937	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Pseudaleuria	
ASV000963	Fungi	Ascomycota	Sordariomycetes	Xylariales	Apiosporaceae		
ASV000971	Fungi	Basidiomycota	Agaricomycetes				
ASV001020	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporales_fam_Incertae_sedis	Lopharia	Lopharia_cinerascens
ASV001022	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus	Gymnoascus_reessii
ASV001061	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Tricharina	
ASV001072	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV001074	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_asperellum
ASV001087	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV001145	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	
ASV001178	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_solani
ASV001261	Fungi	Ascomycota	Sordariomycetes				
ASV000852	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	
ASV000872	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000917	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
ASV000953	Fungi	Ascomycota	Sordariomycetes	Microascales			
ASV000976	Fungi						
ASV000977	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	
ASV000980	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae		
ASV000991	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	
ASV000994	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Chrysosporium	Chrysosporium_pseudomerdarium
ASV001026	Fungi						
ASV001029	Fungi	Ascomycota					
ASV001055	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV001080	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Glomus	Glomus_macrocarpum
ASV001152	Fungi						
ASV001182	Fungi	Basidiomycota	Agaricomycetes				
ASV001196	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
ASV001251	Fungi	Glomeromycota	Paraglomeromycetes				
ASV001404	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
ASV001443	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae		
ASV001556	Fungi						
ASV001827	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	
ASV000927	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000934	Fungi	Ascomycota					
ASV000958	Fungi	Ascomycota	Leotiomycetes	Helotiales			
ASV000973	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae		
ASV000983	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae		
ASV001047	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Nigrograna	
ASV001051	Fungi	Basidiomycota					
ASV001096	Fungi	Glomeromycota	Paraglomeromycetes				
ASV001147	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001151	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	Paraboeremia	Paraboeremia_selaginellae
ASV001608	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Irpex	
ASV000873	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	
ASV000901	Fungi	Ascomycota	Sordariomycetes				
ASV000936	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
ASV000989	Fungi	Ascomycota					
ASV001007	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Stachybotrys	Stachybotrys_microspora
ASV001049	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae		
ASV001065	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Scutellinia	
ASV001155	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001215	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001217	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001271	Fungi	Basidiomycota	Agaricomycetes				
ASV001281	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_penicillioides
ASV001309	Fungi	Basidiomycota	Agaricomycetes				
ASV001431	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_penicillioides
ASV001563	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV000766	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Waitea	Waitea_circinata
ASV000809	Fungi	Ascomycota	Sordariomycetes				
ASV000815	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV000817	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma	
ASV000916	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	
ASV000924	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis		
ASV000933	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraconiothyrium	
ASV000998	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypella	
ASV001008	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lyophyllaceae	Fibulochlamys	Fibulochlamys_chilensis
ASV001062	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Morosphaeriaceae	Acrocalymma	
ASV001085	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Farlowiella	Farlowiella_carmichaeliana
ASV001090	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	
ASV001125	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Rhizophagus	
ASV001210	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae		
ASV001302	Fungi	Ascomycota					
ASV001356	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metacordyceps	Metacordyceps_chlamydosporia
ASV001401	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
ASV001716	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	
ASV001777	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	
ASV000947	Fungi	Ascomycota	Sordariomycetes	Xylariales			
ASV000949	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Pseudaegerita	
ASV000986	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	
ASV000988	Fungi	Ascomycota	Sordariomycetes	Coniochaetales			
ASV001013	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
ASV001021	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Natantispora	Natantispora_retorquens
